ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
311	German	the husband	243	2.31	Mann	man	727
312	French	the husband	243	2.31	mari	maʀi	729
313	French	the husband	243	2.31	époux	epu	731
314	Dutch	the husband	243	2.31	echtgenoot	ɛxt#xənoːt	730
315	Dutch	the husband	243	2.31	man	mɑn	727
316	English	the husband	243	2.31	husband	hʌzbənd	728
325	German	to marry	244	2.33	heiraten	hairaːtən	732
326	French	to marry	244	2.33	épouser	epuze	734
327	Dutch	to marry	244	2.33	trouwen	trɑuwə	735
328	English	to marry	244	2.33	marry	mærɪ	733
414	German	the stepfather	333	2.71	Stiefvater	ʃtiːf#faːtər	1005
415	French	the stepfather	333	2.71	beau-père	bo#pɛʀ	1005
416	Dutch	the stepfather	333	2.71	stiefvader	stiː#faːdər	1005
417	English	the stepfather	333	2.71	stepfather	stɛp#fɑːðər	1005
418	German	the stepmother	335	2.72	Stiefmutter	ʃtiːf#mʊtər	1012
419	French	the stepmother	335	2.72	belle-mère	bɛl#mɛʀ	1012
420	Dutch	the stepmother	335	2.72	stiefmoeder	stiːf#muːdər	1012
421	English	the stepmother	335	2.72	stepmother	stɛp#mʌðər	1012
422	German	the stepdaughter	336	2.74	Stieftochter	ʃtiːf#tɔxtər	1014
423	French	the stepdaughter	336	2.74	belle-fille	bɛl#fij	1015
424	Dutch	the stepdaughter	336	2.74	stiefdochter	stiːv#dɔxtər	1014
425	English	the stepdaughter	336	2.74	stepdaughter	stɛp#dɔːtər	1014
454	German	they	349	2.96	sie	ziː	1052
455	French	they	349	2.96	eux	ø	1054
456	Dutch	they	349	2.96	zij	zɛɪ	1052
457	English	they	349	2.96	they	ðeɪ	1053
509	German	the pig	507	3.35	Schwein	ʃvain	1525
510	French	the pig	507	3.35	porc	pɔʀ	1527
511	French	the pig	507	3.35	cochon	kɔʃɔ̃	1529
512	Dutch	the pig	507	3.35	varken	vɑrkə	1528
513	English	the pig	507	3.35	pig	pɪɡ	1526
563	German	the nest	720	3.58	Nest	nɛst	2179
564	French	the nest	720	3.58	nid	ni	2179
565	Dutch	the nest	720	3.58	nest	nɛst	2179
566	English	the nest	720	3.58	nest	nɛst	2179
595	German	the dove	271	3.594	Taube	taubə	810
596	French	the dove	271	3.594	colombe	kɔlɔ̃b	811
597	Dutch	the dove	271	3.594	duif	dœyf	810
598	English	the dove	271	3.594	dove	dʌv	810
607	German	the mouse or rat	583	3.63	Maus	maus	1758
608	French	the mouse or rat	583	3.63	souris	suʀi	1759
609	French	the mouse or rat	583	3.63	rat	ʀa	1760
610	Dutch	the mouse or rat	583	3.63	muis	mœys	1758
611	Dutch	the mouse or rat	583	3.63	rat	rɑt	1760
612	English	the mouse or rat	583	3.63	mouse	maʊz	1758
613	English	the mouse or rat	583	3.63	rat	ræt	1760
769	German	the rib	230	4.162	Rippe	rɪpə	690
770	French	the rib	230	4.162	côte	kot	691
771	Dutch	the rib	230	4.162	rib	rɪp	690
772	English	the rib	230	4.162	rib	rɪb	690
1141	German	the blister	172	4.855	Blase	blaːzə	531
1142	French	the blister	172	4.855	ampoule	ɑ̃pul	532
1143	Dutch	the blister	172	4.855	blaar	blaːr	6024
1144	English	the blister	172	4.855	blister	blɪstər	6025
1165	German	the poison	625	4.89	Gift	ɡɪft	1892
1166	French	the poison	625	4.89	poison	pwazɔ̃	1893
1167	Dutch	the poison	625	4.89	gif	xɪf	1892
1168	English	the poison	625	4.89	poison	pɔɪzṇ	-1893
1234	German	to chew	130	5.18	kauen	kauən	393
1235	French	to chew	130	5.18	mastiquer	mastike	395
1237	Dutch	to chew	130	5.18	kauwen	kɑuwə	393
1238	English	to chew	130	5.18	chew	ʧuː	394
1323	German	to sieve or to strain	420	5.47	sieben	ziːbən	1261
1324	French	to sieve or to strain	420	5.47	passer	pɑse	1262
1325	Dutch	to sieve or to strain	420	5.47	zeven	zeːvə	1261
1326	English	to sieve or to strain	420	5.47	sieve	sɪv	1261
1327	English	to sieve or to strain	420	5.47	strain	streɪn	1263
1328	German	the bread	218	5.51	Brot	broːt	655
1329	French	the bread	218	5.51	pain	pɛ̃	656
1330	Dutch	the bread	218	5.51	brood	broːt	655
1331	English	the bread	218	5.51	bread	brɛd	655
1351	German	the soup	12	5.64	Suppe	zʊpə	-36
1352	German	the soup	12	5.64	Brühe	bryːə	37
1353	French	the soup	12	5.64	soupe	sup	36
1354	French	the soup	12	5.64	potage	pɔtaʒ	38
1355	Dutch	the soup	12	5.64	soep	suːp	-36
1356	English	the soup	12	5.64	soup	suːp	-36
1398	German	the drink	157	5.9	Getränk	ɡə#trɛŋk	480
1399	French	the drink	157	5.9	boisson	bwasɔ̃	481
1400	Dutch	the drink	157	5.9	drank	drɑŋk	480
1401	English	the drink	157	5.9	drink	drɪŋk	480
1500	German	the button	596	6.62	Knopf	knɔp͡f	1799
1501	French	the button	596	6.62	bouton	butɔ̃	1800
1502	Dutch	the button	596	6.62	knoop	knoːp	1799
1503	English	the button	596	6.62	button	bʌtṇ	-1800
1584	German	the door or gate	642	7.22	Tor	toːr	1952
1585	French	the door or gate	642	7.22	porte	pɔʀt	1953
1586	Dutch	the door or gate	642	7.22	deur	døːr	1952
1588	English	the door or gate	642	7.22	door	dɔːr	1952
1778	German	the barley	434	8.44	Gerste	ɡɛrstə	1300
1779	French	the barley	434	8.44	orge	ɔʀʒ	1302
1780	Dutch	the barley	434	8.44	gerst	xɛrst	1300
1781	English	the barley	434	8.44	barley	bɑːlɪ	1301
1794	German	the grass	651	8.51	Gras	ɡraːs	1979
1795	French	the grass	651	8.51	herbe	ɛʀb	1980
1796	Dutch	the grass	651	8.51	gras	xrɑs	1979
1797	English	the grass	651	8.51	grass	ɡrɑːs	1979
1806	German	the branch	655	8.55	Zweig	ʦvaik	1991
1807	French	the branch	655	8.55	branche	bʀɑ̃ʃ	1992
1809	Dutch	the branch	655	8.55	tak	tɑk	6036
1810	English	the branch	655	8.55	branch	brɑːnʧ	-1992
1816	German	the tree	483	8.6	Baum	baum	1447
1817	French	the tree	483	8.6	arbre	aʀbʀ	1449
1818	Dutch	the tree	483	8.6	boom	boːm	1447
1819	English	the tree	483	8.6	tree	triː	1448
1829	German	the fir	26	8.65	Tanne	tanə	80
1830	French	the fir	26	8.65	sapin	sapɛ̃	82
1831	French	the fir	26	8.65	conifère	kɔnifɛʀ	84
1832	Dutch	the fir	26	8.65	spar	spɑr	83
1833	English	the fir	26	8.65	fir	fɜːr	81
1867	German	the nettle	247	8.97	Nessel	nɛsəl	747
1868	French	the nettle	247	8.97	ortie	ɔʀti	748
1869	Dutch	the nettle	247	8.97	netel	neːtəl	747
1870	English	the nettle	247	8.97	nettle	nɛtḷ	747
1881	German	to bend	98	9.14	beugen	bɔyɡən	296
1882	French	to bend	98	9.14	plier	plije	298
1883	French	to bend	98	9.14	courber	kuʀbe	299
1884	Dutch	to bend	98	9.14	buigen	bœyɣə	296
1885	English	to bend	98	9.14	bend	bɛnd	297
1914	German	to chop	729	9.222	zerhacken	ʦɛr#hakən	2208
1915	French	to chop	729	9.222	tailler	taje	2207
1916	French	to chop	729	9.222	couper	kupe	2209
1917	Dutch	to chop	729	9.222	hakken	hɑkə	2208
1918	English	to chop	729	9.222	chop	ʧɔp	2206
2013	German	the nail	682	9.5	Nagel	naːɡəl	2058
2014	French	the nail	682	9.5	clou	klu	2059
