ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
1	German	the world	322	1.1	Welt	vɛlt	968
2	French	the world	322	1.1	monde	mɔ̃d	969
3	Dutch	the world	322	1.1	wereld	weːrəlt	968
4	English	the world	322	1.1	world	wɜːld	968
5	German	the land	558	1.21	Erde	eːrdə	1673
6	German	the land	558	1.21	Land	lant	1674
7	French	the land	558	1.21	terre	tɛʁ	1675
8	Dutch	the land	558	1.21	land	lɑnt	1674
9	English	the land	558	1.21	land	lænd	1674
16	German	the mud	492	1.214	Schlamm	ʃlam	1471
17	German	the mud	492	1.214	Dreck	drɛk	1474
18	French	the mud	492	1.214	boue	bu	1473
19	Dutch	the mud	492	1.214	modder	mɔdər	1472
20	English	the mud	492	1.214	mud	mʌd	1472
33	German	the cliff or precipice	277	1.222	Klippe	klɪpə	829
34	French	the cliff or precipice	277	1.222	falaise	falɛz	830
35	French	the cliff or precipice	277	1.222	escarpement	ɛskaʀpəmɑ̃	832
36	Dutch	the cliff or precipice	277	1.222	klif	klɪf	829
37	English	the cliff or precipice	277	1.222	cliff	klɪf	829
38	English	the cliff or precipice	277	1.222	precipice	prɛsɪpɪs	831
46	German	the valley	561	1.24	Tal	taːl	1681
47	French	the valley	561	1.24	vallée	vale	1682
48	Dutch	the valley	561	1.24	vallei	vɑlɛɪ	-1682
49	Dutch	the valley	561	1.24	dal	dɑl	1681
50	English	the valley	561	1.24	valley	vælɪ	-1682
51	German	the mainland	560	1.26	Festland	fɛst#lant	1678
52	French	the mainland	560	1.26	continent	kɔ̃tinɑ̃	1680
53	Dutch	the mainland	560	1.26	vasteland	vɑstə#lɑnt	1678
54	English	the mainland	560	1.26	mainland	meɪn#lənd	1679
62	German	the water	341	1.31	Wasser	vasər	1025
63	French	the water	341	1.31	eau	o	1026
64	Dutch	the water	341	1.31	water	waːtər	1025
65	English	the water	341	1.31	water	wɔːtər	1025
70	German	calm	608	1.322	Meeresstille	meːrəs#ʃtɪlə	1835
71	French	calm	608	1.322	étale	etale	1837
72	Dutch	calm	608	1.322	kalm	kɑlm	1836
73	Dutch	calm	608	1.322	rustig	rʉstəx	1838
74	English	calm	608	1.322	calm	kɑːm	1836
75	German	rough(2)	607	1.323	rauh	rau	1832
76	French	rough(2)	607	1.323	trouble	tʀubl	1833
77	French	rough(2)	607	1.323	agité	aʒite	1834
78	Dutch	rough(2)	607	1.323	ruw	ryːw	1832
79	English	rough(2)	607	1.323	rough	rʌf	1832
85	German	the ocean	602	1.329	Weltmeer	vɛlt#meːr	1815
86	German	the ocean	602	1.329	Ozean	oːʦeːaːn	-1816
87	French	the ocean	602	1.329	océan	ɔseɑ̃	1816
88	Dutch	the ocean	602	1.329	oceaan	oːseːjaːn	-1816
89	English	the ocean	602	1.329	ocean	əʊʃṇ	-1816
90	German	the lake	343	1.33	See	zeː	1029
91	French	the lake	343	1.33	lac	lak	1030
92	Dutch	the lake	343	1.33	meer	meːr	1031
93	English	the lake	343	1.33	lake	leɪk	-1030
94	German	the bay	344	1.34	Meerbusen	meːr#buːzən	1032
95	German	the bay	344	1.34	Golf	ɡɔlf	-1034
96	German	the bay	344	1.34	Bucht	bʊxt	1035
97	French	the bay	344	1.34	golfe	ɡɔlf	1034
98	French	the bay	344	1.34	baie	bɛ	1033
99	Dutch	the bay	344	1.34	baai	baːj	-1033
100	English	the bay	344	1.34	bay	beɪ	-1033
101	German	the lagoon	109	1.341	Lagune	laɡuːnə	-335
102	French	the lagoon	109	1.341	lagune	laɡyn	335
103	Dutch	the lagoon	109	1.341	lagune	laːɣyːnə	-335
104	English	the lagoon	109	1.341	lagoon	ləɡuːn	-335
105	German	the reef	113	1.342	Riff	rɪf	-346
106	French	the reef	113	1.342	récif	ʀesif	6001
107	Dutch	the reef	113	1.342	rif	rɪf	346
108	English	the reef	113	1.342	reef	riːf	-346
109	German	the cape	110	1.343	Landzunge	lant#ʦʊŋə	336
110	French	the cape	110	1.343	promontoire	pʀɔmɔ̃twaʀ	338
111	French	the cape	110	1.343	pointe	pwɛ̃t	339
112	Dutch	the cape	110	1.343	kaap	kaːp	337
113	English	the cape	110	1.343	cape	keɪp	337
114	German	the wave	345	1.35	Welle	vɛlə	1036
115	German	the wave	345	1.35	Woge	voːɡə	1038
116	French	the wave	345	1.35	vague	vaɡ	1038
117	Dutch	the wave	345	1.35	golf	xɔlf	1039
118	English	the wave	345	1.35	wave	weɪv	1037
119	German	the river or stream	346	1.36	Fluss	flʊs	1040
120	German	the river or stream	346	1.36	Strom	ʃtroːm	1043
121	German	the river or stream	346	1.36	Bach	bax	1044
122	French	the river or stream	346	1.36	fleuve	flœv	1042
123	French	the river or stream	346	1.36	rivière	ʀivjɛʀ	1041
124	French	the river or stream	346	1.36	ruisseau	ʀɥiso	1045
125	Dutch	the river or stream	346	1.36	rivier	riːviːr	-1041
126	Dutch	the river or stream	346	1.36	stroom	stroːm	1043
127	English	the river or stream	346	1.36	river	rɪvər	-1041
128	English	the river or stream	346	1.36	stream	striːm	1043
129	German	the whirlpool	512	1.362	Strudel	ʃtruːdəl	1538
130	German	the whirlpool	512	1.362	Wirbel	vɪrbəl	1539
131	French	the whirlpool	512	1.362	tourbillon	tuʀbijɔ̃	1540
132	Dutch	the whirlpool	512	1.362	draaikolk	draːjkɔlk	1541
133	English	the whirlpool	512	1.362	whirlpool	wɜːlpuːl	6003
134	German	the spring or well	347	1.37	Quelle	kvɛlə	1046
135	German	the spring or well	347	1.37	Brunnen	brʊnən	1047
136	French	the spring or well	347	1.37	source	suʀs	1048
137	French	the spring or well	347	1.37	puits	pɥi	1050
138	Dutch	the spring or well	347	1.37	bron	brɔn	1047
139	English	the spring or well	347	1.37	spring	sprɪŋ	6004
140	English	the spring or well	347	1.37	well	wɛl	1049
141	German	the swamp	339	1.38	Sumpf	zʊmp͡f	1020
142	German	the swamp	339	1.38	Morast	moːrast	-1021
143	French	the swamp	339	1.38	marais	maʀɛ	1021
144	French	the swamp	339	1.38	marécage	maʀekaʒ	1021
145	Dutch	the swamp	339	1.38	moeras	muːrɑs	-1021
146	English	the swamp	339	1.38	swamp	swɔmp	1020
153	German	the wood	141	1.43	Holz	hɔlʦ	436
154	French	the wood	141	1.43	bois	bwa	438
155	Dutch	the wood	141	1.43	hout	hɑut	436
156	English	the wood	141	1.43	wood	wʊd	437
157	German	the stone or rock	138	1.44	Stein	ʃtain	423
158	German	the stone or rock	138	1.44	Fels	fɛls	426
159	French	the stone or rock	138	1.44	pierre	pjɛʀ	424
160	French	the stone or rock	138	1.44	roc	ʀɔk	425
161	French	the stone or rock	138	1.44	rocher	ʀɔʃe	425
162	Dutch	the stone or rock	138	1.44	rots	rɔʦ	-425
163	Dutch	the stone or rock	138	1.44	steen	steːn	423
164	English	the stone or rock	138	1.44	stone	stəʊn	423
165	English	the stone or rock	138	1.44	rock	rɔk	-425
166	German	the earthquake	137	1.45	Erdbeben	eːrt#beːbən	420
167	French	the earthquake	137	1.45	séisme	seism	422
168	Dutch	the earthquake	137	1.45	aardbeving	aːrd#beːvɪŋ	420
169	English	the earthquake	137	1.45	earthquake	ɜːθ#kweɪk	421
174	German	the sun	677	1.52	Sonne	zɔnə	2047
175	French	the sun	677	1.52	soleil	sɔlɛj	2047
176	Dutch	the sun	677	1.52	zon	zɔn	2047
177	English	the sun	677	1.52	sun	sʌn	2047
178	German	the moon	678	1.53	Mond	moːnt	2049
179	French	the moon	678	1.53	lune	lyn	2050
180	Dutch	the moon	678	1.53	maan	maːn	2049
181	English	the moon	678	1.53	moon	muːn	2049
182	German	the lightning	681	1.55	Blitz	blɪʦ	2055
183	French	the lightning	681	1.55	éclair	eklɛʀ	2057
184	Dutch	the lightning	681	1.55	bliksem	blɪksəm	2055
185	English	the lightning	681	1.55	lightning	laɪt#nɪŋ	2056
186	German	the thunder	680	1.56	Donner	dɔnər	2054
187	French	the thunder	680	1.56	tonnerre	tɔnɛʀ	2054
188	Dutch	the thunder	680	1.56	donder	dɔndər	2054
189	English	the thunder	680	1.56	thunder	θʌndər	2054
190	German	the storm	683	1.58	Sturm	ʃtʊrm	2062
191	French	the storm	683	1.58	orage	ɔʀaʒ	2063
192	French	the storm	683	1.58	tempête	tɑ̃pɛt	2064
193	Dutch	the storm	683	1.58	storm	stɔrm	2062
194	English	the storm	683	1.58	storm	stɔːm	2062
199	German	the light	461	1.61	licht	lɪxt	1375
200	German	the light	461	1.61	Beleuchtung	bə#lɔyx#tʊŋ	1377
201	French	the light	461	1.61	lumière	lymjɛʀ	1375
202	Dutch	the light	461	1.61	licht	lɪxt	1375
203	English	the light	461	1.61	light	laɪt	1375
204	German	the darkness	460	1.62	Finsternis	fɪnstər#nɪs	1370
205	German	the darkness	460	1.62	Dunkelheit	dʊŋkəl#hait	1373
206	French	the darkness	460	1.62	obscurité	ɔpskyʀite	1372
207	French	the darkness	460	1.62	ténèbres	tenɛbʀ	1374
208	Dutch	the darkness	460	1.62	duisternis	dœystər#nɪs	6005
209	English	the darkness	460	1.62	darkness	dɑːk#nɪs	6006
210	German	the shade or shadow	459	1.63	schatten	ʃatən	1368
211	French	the shade or shadow	459	1.63	ombre	ɔ̃bʀ	1369
212	Dutch	the shade or shadow	459	1.63	schaduw	sxaːdyːw	1368
213	English	the shade or shadow	459	1.63	shadow	ʃædəʊ	1368
214	English	the shade or shadow	459	1.63	shade	ʃeɪd	1368
215	German	the dew	458	1.64	Tau	tau	1365
216	French	the dew	458	1.64	rosée	ʀoze	1367
217	Dutch	the dew	458	1.64	dauw	dɑuw	1365
218	English	the dew	458	1.64	dew	djuː	1365
223	German	the wind	253	1.72	Wind	vɪnt	760
224	French	the wind	253	1.72	vent	vɑ̃	760
225	Dutch	the wind	253	1.72	wind	wɪnt	760
226	English	the wind	253	1.72	wind	wɪnd	760
227	German	the cloud	254	1.73	Wolke	vɔlkə	762
228	French	the cloud	254	1.73	nuage	nyaʒ	764
229	Dutch	the cloud	254	1.73	wolk	wɔlk	762
230	English	the cloud	254	1.73	cloud	klaʊd	763
236	German	the rain	250	1.75	regen	reːɡən	754
237	French	the rain	250	1.75	pluie	plɥi	755
238	Dutch	the rain	250	1.75	regen	reːɣə	754
239	English	the rain	250	1.75	rain	reɪn	754
256	German	to light	405	1.86	anzünden	an#ʦʏndən	1219
257	German	to light	405	1.86	anstecken	an#ʃtɛkən	1222
258	French	to light	405	1.86	allumer	a#lyme	1221
259	French	to light	405	1.86	enflammer	ɑ̃#flame	6008
260	Dutch	to light	405	1.86	aansteken	aːn#steːkə	1222
261	English	to light	405	1.86	light	laɪt	1220
271	German	the firewood	401	1.88	Brennholz	brɛn#hɔlʦ	1208
272	French	the firewood	401	1.88	bûches	byʃe	1210
273	Dutch	the firewood	401	1.88	brandhout	brɑnt#hɑut	1208
274	English	the firewood	401	1.88	firewood	faɪə#wʊd	1209
275	German	the man	35	2.21	Mann	man	106
276	French	the man	35	2.21	homme	ɔm	107
277	Dutch	the man	35	2.21	man	mɑn	106
278	English	the man	35	2.21	man	mæn	106
288	German	female(1)	38	2.24	weiblich	vaip#lɪx	114
289	French	female(1)	38	2.24	femelle	fəmɛl	115
290	Dutch	female(1)	38	2.24	vrouwelijk	vrɑuwə#lək	6009
291	English	female(1)	38	2.24	female	fiːmeɪl	-115
292	German	the boy	39	2.25	Junge	jʊŋə	116
293	German	the boy	39	2.25	Knabe	knaːbə	119
294	French	the boy	39	2.25	garçon	ɡaʀsɔ̃	118
295	Dutch	the boy	39	2.25	jongen	jɔŋə	116
296	English	the boy	39	2.25	boy	bɔɪ	117
301	German	the child(1)	37	2.27	Kind	kɪnt	111
302	French	the child(1)	37	2.27	enfant	ɑ̃fɑ̃	113
303	Dutch	the child(1)	37	2.27	kind	kɪnt	111
