ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
1	German	the world	322	1.1	Welt	vɛlt	968
2	French	the world	322	1.1	monde	mɔ̃d	969
3	Dutch	the world	322	1.1	wereld	weːrəlt	968
4	English	the world	322	1.1	world	wɜːld	968
33	German	the cliff or precipice	277	1.222	Klippe	klɪpə	829
34	French	the cliff or precipice	277	1.222	falaise	falɛz	830
35	French	the cliff or precipice	277	1.222	escarpement	ɛskaʀpəmɑ̃	832
36	Dutch	the cliff or precipice	277	1.222	klif	klɪf	829
37	English	the cliff or precipice	277	1.222	cliff	klɪf	829
38	English	the cliff or precipice	277	1.222	precipice	prɛsɪpɪs	831
80	German	the foam	606	1.324	Schaum	ʃaum	1828
81	French	the foam	606	1.324	écume	ekym	1830
82	French	the foam	606	1.324	mousse	mus	1831
83	Dutch	the foam	606	1.324	schuim	sxœym	1828
84	English	the foam	606	1.324	foam	fəʊm	1829
186	German	the thunder	680	1.56	Donner	dɔnər	2054
187	French	the thunder	680	1.56	tonnerre	tɔnɛʀ	2054
188	Dutch	the thunder	680	1.56	donder	dɔndər	2054
189	English	the thunder	680	1.56	thunder	θʌndər	2054
215	German	the dew	458	1.64	Tau	tau	1365
216	French	the dew	458	1.64	rosée	ʀoze	1367
217	Dutch	the dew	458	1.64	dauw	dɑuw	1365
218	English	the dew	458	1.64	dew	djuː	1365
244	German	the weather	256	1.78	Wetter	vɛtər	768
245	French	the weather	256	1.78	temps	tɑ̃	769
246	Dutch	the weather	256	1.78	weer	weːr	768
247	English	the weather	256	1.78	weather	wɛðər	768
256	German	to light	405	1.86	anzünden	an#ʦʏndən	1219
257	German	to light	405	1.86	anstecken	an#ʃtɛkən	1222
258	French	to light	405	1.86	allumer	a#lyme	1221
259	French	to light	405	1.86	enflammer	ɑ̃#flame	6008
260	Dutch	to light	405	1.86	aansteken	aːn#steːkə	1222
261	English	to light	405	1.86	light	laɪt	1220
262	German	to extinguish	182	1.861	auslöschen	aus#lɶːʃən	558
263	French	to extinguish	182	1.861	éteindre	etɛ̃dʀ	560
264	Dutch	to extinguish	182	1.861	doven	doːvə	561
265	English	to extinguish	182	1.861	extinguish	ɪks#tɪŋɡwɪʃ	559
271	German	the firewood	401	1.88	Brennholz	brɛn#hɔlʦ	1208
272	French	the firewood	401	1.88	bûches	byʃe	1210
273	Dutch	the firewood	401	1.88	brandhout	brɑnt#hɑut	1208
274	English	the firewood	401	1.88	firewood	faɪə#wʊd	1209
284	German	male(1)	34	2.23	männlich	mɛn#lɪx	104
285	French	male(1)	34	2.23	mâle	mɑl	105
286	Dutch	male(1)	34	2.23	mannelijk	mɑnə#lək	104
287	English	male(1)	34	2.23	male	meɪl	-105
383	German	the nephew	668	2.53	Neffe	nɛfə	-2026
384	French	the nephew	668	2.53	neveu	nəvø	2026
385	Dutch	the nephew	668	2.53	neef	neːf	-2026
386	English	the nephew	668	2.53	nephew	nɛvjuː	-2026
391	German	the cousin	672	2.55	Vetter	fɛtər	2034
392	German	the cousin	672	2.55	Kusine	kuːziːnə	-2035
393	French	the cousin	672	2.55	cousin	kuzɛ̃	2035
394	Dutch	the cousin	672	2.55	neef	neːf	2036
395	Dutch	the cousin	672	2.55	nicht	nɪxt	2037
396	English	the cousin	672	2.55	cousin	kʌzṇ	-2035
401	German	the mother-in-law (of a man)	133	2.62	Schwiegermutter	ʃviːɡər#mʊtər	406
402	French	the mother-in-law (of a man)	133	2.62	belle-mère	bɛl#mɛʀ	406
403	Dutch	the mother-in-law (of a man)	133	2.62	schoonmoeder	sxoːn#muːdər	406
404	English	the mother-in-law (of a man)	133	2.62	mother-in-law	mʌðər#ɪn#lɔː	406
434	German	I	354	2.91	ich	ɪx	1069
435	French	I	354	2.91	je	ʒə	1069
436	French	I	354	2.91	moi	mwɑ	6010
437	Dutch	I	354	2.91	ik	ɪk	1069
438	English	I	354	2.91	I	aɪ	1069
454	German	they	349	2.96	sie	ziː	1052
455	French	they	349	2.96	eux	ø	1054
456	Dutch	they	349	2.96	zij	zɛɪ	1052
457	English	they	349	2.96	they	ðeɪ	1053
524	German	the stallion	167	3.42	Hengst	hɛŋst	514
525	French	the stallion	167	3.42	étalon	etalɔ̃	515
526	Dutch	the stallion	167	3.42	hengst	hɛŋst	514
527	English	the stallion	167	3.42	stallion	stæljən	-515
533	German	the foal or colt	165	3.45	Füllen	fʏlən	509
534	French	the foal or colt	165	3.45	poulain	pulɛ̃	509
535	Dutch	the foal or colt	165	3.45	veulen	vøːlə	509
536	English	the foal or colt	165	3.45	foal	fəʊl	509
537	English	the foal or colt	165	3.45	colt	kəʊlt	510
544	German	the fowl	610	3.5	Geflügel	ɡə#flyːɡəl	1843
545	French	the fowl	610	3.5	volaille	vɔlɑj	1845
546	Dutch	the fowl	610	3.5	kip	kɪp	1846
547	Dutch	the fowl	610	3.5	pluimvee	plœymveː	1847
548	English	the fowl	610	3.5	poultry	pəʊltrɪ	1844
599	German	the dog	582	3.61	Hund	hʊnt	1755
600	French	the dog	582	3.61	chien	ʃjɛ̃	1755
601	Dutch	the dog	582	3.61	hond	hɔnt	1755
602	English	the dog	582	3.61	dog	dɔɡ	1756
603	German	the rabbit	508	3.614	Kaninchen	kaniːn#xən	1530
604	French	the rabbit	508	3.614	lapin	lapɛ̃	1531
605	Dutch	the rabbit	508	3.614	konijn	koːnɛɪn	1530
606	English	the rabbit	508	3.614	rabbit	ræbɪt	1605
614	German	the fish	581	3.65	Fisch	fɪʃ	1753
615	French	the fish	581	3.65	poisson	pwasɔ̃	1753
616	Dutch	the fish	581	3.65	vis	vɪs	1753
617	English	the fish	581	3.65	fish	fɪʃ	1753
622	German	the scale	538	3.653	Schuppe	ʃʊpə	1617
623	French	the scale	538	3.653	écaille	ekaj	1619
624	Dutch	the scale	538	3.653	schub	sxʉp	1617
625	English	the scale	538	3.653	scale	skeɪl	-1619
685	German	the wasp	237	3.823	Wespe	vɛspə	711
686	French	the wasp	237	3.823	guêpe	ɡɛp	712
687	Dutch	the wasp	237	3.823	wesp	wɛsp	711
688	English	the wasp	237	3.823	wasp	wɔsp	711
708	German	the snail	267	3.94	Schnecke	ʃnɛkə	798
709	French	the snail	267	3.94	escargot	ɛskaʀɡo	799
710	Dutch	the snail	267	3.94	slak	slɑk	800
711	English	the snail	267	3.94	snail	sneɪl	798
712	German	the frog	268	3.95	Frosch	frɔʃ	801
713	French	the frog	268	3.95	grenouille	ɡʀənuj	802
714	Dutch	the frog	268	3.95	kikker	kɪkər	803
715	English	the frog	268	3.95	frog	frɔɡ	801
727	German	the body	652	4.11	Leib	laip	1981
728	German	the body	652	4.11	Körper	kœrpər	-1983
729	French	the body	652	4.11	corps	kɔʀ	1983
730	Dutch	the body	652	4.11	lichaam	lɪxaːm	1984
731	English	the body	652	4.11	body	bɔdɪ	1982
749	German	the dandruff	552	4.146	schuppen	ʃʊpən	1655
750	French	the dandruff	552	4.146	pellicule	pelikyl	1657
751	Dutch	the dandruff	552	4.146	roos	roːs	1658
752	English	the dandruff	552	4.146	dandruff	dændrʌf	1656
791	German	the skull	615	4.202	Schädel	ʃɛːdəl	1861
792	French	the skull	615	4.202	crâne	kʀɑn	1862
793	Dutch	the skull	615	4.202	schedel	sxeːdəl	1861
794	English	the skull	615	4.202	skull	skʌl	6017
795	German	the brain	614	4.203	Gehirn	ɡə#hɪrn	1857
796	French	the brain	614	4.203	cerveau	sɛʀvo	1859
797	Dutch	the brain	614	4.203	hersenen	hɛrsənə	1860
798	English	the brain	614	4.203	brain	breɪn	1858
825	German	the nose	740	4.23	Nase	naːzə	2241
826	French	the nose	740	4.23	nez	nɛ	2241
827	Dutch	the nose	740	4.23	neus	nøːs	2241
828	English	the nose	740	4.23	nose	nəʊz	2241
829	German	the nostril	501	4.231	Nasenloch	naːzən#lɔx	1506
830	French	the nostril	501	4.231	narine	naʀin	1507
831	Dutch	the nostril	501	4.231	neusvleugel	nøːs#fløːɣəl	1506
832	English	the nostril	501	4.231	nostril	nɔstrəl	1506
917	German	the heel	413	4.372	Ferse	fɛrzə	1239
918	German	the heel	413	4.372	Hacke	hakə	1242
919	French	the heel	413	4.372	talon	talɔ̃	1241
920	Dutch	the heel	413	4.372	hiel	hiːl	1240
921	English	the heel	413	4.372	heel	hiːl	1240
976	German	the womb	314	4.47	Gebärmutter	ɡə#bɛːr#mʊtər	942
978	French	the womb	314	4.47	utérus	yteʀys	944
979	Dutch	the womb	314	4.47	baarmoeder	baːr#muːdər	942
980	English	the womb	314	4.47	womb	wuːm	943
1062	German	to die	105	4.75	sterben	ʃtɛrbən	319
1063	German	to die	105	4.75	tot	toːt	320
1064	French	to die	105	4.75	mourir	muʀiʀ	321
1065	French	to die	105	4.75	mort	mɔʀ	322
1066	Dutch	to die	105	4.75	sterven	stɛrvə	319
1067	English	to die	105	4.75	die	daɪ	320
1149	German	the scar	164	4.858	Narbe	narbə	505
1150	French	the scar	164	4.858	cicatrice	sikatʀis	507
1151	Dutch	the scar	164	4.858	litteken	lɪteːkə	508
1152	English	the scar	164	4.858	scar	skɑːr	506
1158	German	the medicine	624	4.88	Arznei	aːrʦ#nai	1887
1159	German	the medicine	624	4.88	Heilmittel	hail#mɪtəl	1890
1161	French	the medicine	624	4.88	remède	ʀəmɛd	1889
1162	French	the medicine	624	4.88	médecine	mɛdsin	1888
1163	Dutch	the medicine	624	4.88	medicijn	meːdiːsɛɪn	-1888
1164	English	the medicine	624	4.88	medicine	mɛdsɪn	-1888
1169	German	tired	87	4.91	müde	myːdə	260
1170	French	tired	87	4.91	fatigué	fatiɡe	262
1171	Dutch	tired	87	4.91	moe	muː	260
1172	English	tired	87	4.91	tired	taɪəd	261
1194	German	drunk	86	4.98	betrunken	bə#trʊŋkən	258
1195	French	drunk	86	4.98	ivre	ivʀ	259
1196	Dutch	drunk	86	4.98	dronken	drɔŋkə	258
1197	English	drunk	86	4.98	drunk	drʌŋk	258
1213	German	ripe	70	5.123	reif	raif	207
1214	French	ripe	70	5.123	mûr	myʀ	208
1215	Dutch	ripe	70	5.123	rijp	rɛɪp	207
1216	English	ripe	70	5.123	ripe	raɪp	207
1225	German	the famine	146	5.141	Hungersnot	hʊŋərs#noːt	451
1226	French	the famine	146	5.141	famine	famin	452
1227	French	the famine	146	5.141	disette	dizɛt	453
1228	Dutch	the famine	146	5.141	hongersnood	hɔŋərs#noːt	451
1229	English	the famine	146	5.141	famine	fæmɪn	-452
1265	German	the pan	667	5.28	Pfanne	p͡fanə	2024
1266	French	the pan	667	5.28	casserole	kasʀɔl	2025
1267	Dutch	the pan	667	5.28	pan	pɑn	2024
1268	English	the pan	667	5.28	pan	pæn	2024
1287	German	the fork	447	5.39	Gabel	ɡaːbəl	1336
1288	French	the fork	447	5.39	fourchette	fuʀʃɛt	1337
1289	Dutch	the fork	447	5.39	vork	vɔrk	-1337
1290	English	the fork	447	5.39	fork	fɔːk	-1337
1311	German	the supper	418	5.45	Abendessen	aːbənt#ɛsən	1255
1312	German	the supper	418	5.45	Abendbrot	aːbənt#broːt	1257
1313	French	the supper	418	5.45	souper	supe	1256
1314	Dutch	the supper	418	5.45	avondeten	aːvɔnd#eːtə	1255
1315	English	the supper	418	5.45	supper	sʌpər	-1256
1316	German	to peel	421	5.46	schälen	ʃɛːlən	1264
1317	French	to peel	421	5.46	peler	pəle	1265
1318	French	to peel	421	5.46	éplucher	eplyʃe	1266
1319	Dutch	to peel	421	5.46	pellen	pɛlə	1265
1320	Dutch	to peel	421	5.46	schillen	sxɪlə	1264
1321	English	to peel	421	5.46	peel	piːl	1265
1336	German	to knead	509	5.54	kneten	kneːtən	1532
1337	French	to knead	509	5.54	pétrir	petʀiʀ	1533
1338	Dutch	to knead	509	5.54	kneden	kneːdə	1532
1339	English	to knead	509	5.54	knead	niːd	1532
