ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
25	German	the mountain or hill	557	1.22	Berg	bɛrk	1669
26	German	the mountain or hill	557	1.22	Hügel	hyːɡəl	1671
27	French	the mountain or hill	557	1.22	montagne	mɔ̃taɲ	1670
28	French	the mountain or hill	557	1.22	colline	kɔlin	1672
29	Dutch	the mountain or hill	557	1.22	berg	bɛrx	1669
30	Dutch	the mountain or hill	557	1.22	heuvel	høːvəl	1671
31	English	the mountain or hill	557	1.22	mountain	maʊntɪn	-1670
32	English	the mountain or hill	557	1.22	hill	hɪl	1671
62	German	the water	341	1.31	Wasser	vasər	1025
63	French	the water	341	1.31	eau	o	1026
64	Dutch	the water	341	1.31	water	waːtər	1025
65	English	the water	341	1.31	water	wɔːtər	1025
90	German	the lake	343	1.33	See	zeː	1029
91	French	the lake	343	1.33	lac	lak	1030
92	Dutch	the lake	343	1.33	meer	meːr	1031
93	English	the lake	343	1.33	lake	leɪk	-1030
199	German	the light	461	1.61	licht	lɪxt	1375
200	German	the light	461	1.61	Beleuchtung	bə#lɔyx#tʊŋ	1377
201	French	the light	461	1.61	lumière	lymjɛʀ	1375
202	Dutch	the light	461	1.61	licht	lɪxt	1375
203	English	the light	461	1.61	light	laɪt	1375
210	German	the shade or shadow	459	1.63	schatten	ʃatən	1368
211	French	the shade or shadow	459	1.63	ombre	ɔ̃bʀ	1369
212	Dutch	the shade or shadow	459	1.63	schaduw	sxaːdyːw	1368
213	English	the shade or shadow	459	1.63	shadow	ʃædəʊ	1368
214	English	the shade or shadow	459	1.63	shade	ʃeɪd	1368
256	German	to light	405	1.86	anzünden	an#ʦʏndən	1219
257	German	to light	405	1.86	anstecken	an#ʃtɛkən	1222
258	French	to light	405	1.86	allumer	a#lyme	1221
259	French	to light	405	1.86	enflammer	ɑ̃#flame	6008
260	Dutch	to light	405	1.86	aansteken	aːn#steːkə	1222
261	English	to light	405	1.86	light	laɪt	1220
334	German	the divorce	296	2.341	Ehescheidung	eː.ə#ʃaidʊŋ	892
335	German	the divorce	296	2.341	Scheidung	ʃaidʊŋ	892
