ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
5	German	the land	558	1.21	Erde	eːrdə	1673
6	German	the land	558	1.21	Land	lant	1674
7	French	the land	558	1.21	terre	tɛʁ	1675
8	Dutch	the land	558	1.21	land	lɑnt	1674
9	English	the land	558	1.21	land	lænd	1674
10	German	the soil	493	1.212	Erde	eːrdə	1475
11	German	the soil	493	1.212	Boden	boːdən	1478
12	French	the soil	493	1.212	terre	tɛʁ	1477
13	French	the soil	493	1.212	sol	sɔl	1476
14	Dutch	the soil	493	1.212	bodem	boːdəm	1478
15	English	the soil	493	1.212	soil	sɔɪl	-1476
39	German	the plain	556	1.23	Ebene	eːbənə	1664
40	German	the plain	556	1.23	Fläche	flɛxə	1666
41	German	the plain	556	1.23	Feld	fɛlt	1668
42	French	the plain	556	1.23	plaine	plɛn	1665
43	French	the plain	556	1.23	campagne	kɑ̃paɲ	6000
44	Dutch	the plain	556	1.23	vlakte	vlɑktə	1666
45	English	the plain	556	1.23	plain	pleɪn	-1665
46	German	the valley	561	1.24	Tal	taːl	1681
47	French	the valley	561	1.24	vallée	vale	1682
48	Dutch	the valley	561	1.24	vallei	vɑlɛɪ	-1682
49	Dutch	the valley	561	1.24	dal	dɑl	1681
50	English	the valley	561	1.24	valley	vælɪ	-1682
51	German	the mainland	560	1.26	Festland	fɛst#lant	1678
52	French	the mainland	560	1.26	continent	kɔ̃tinɑ̃	1680
53	Dutch	the mainland	560	1.26	vasteland	vɑstə#lɑnt	1678
54	English	the mainland	560	1.26	mainland	meɪn#lənd	1679
70	German	calm	608	1.322	Meeresstille	meːrəs#ʃtɪlə	1835
71	French	calm	608	1.322	étale	etale	1837
72	Dutch	calm	608	1.322	kalm	kɑlm	1836
73	Dutch	calm	608	1.322	rustig	rʉstəx	1838
74	English	calm	608	1.322	calm	kɑːm	1836
80	German	the foam	606	1.324	Schaum	ʃaum	1828
81	French	the foam	606	1.324	écume	ekym	1830
82	French	the foam	606	1.324	mousse	mus	1831
83	Dutch	the foam	606	1.324	schuim	sxœym	1828
84	English	the foam	606	1.324	foam	fəʊm	1829
85	German	the ocean	602	1.329	Weltmeer	vɛlt#meːr	1815
86	German	the ocean	602	1.329	Ozean	oːʦeːaːn	-1816
87	French	the ocean	602	1.329	océan	ɔseɑ̃	1816
88	Dutch	the ocean	602	1.329	oceaan	oːseːjaːn	-1816
