ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
311	German	the husband	243	2.31	Mann	man	727
312	French	the husband	243	2.31	mari	maʀi	729
313	French	the husband	243	2.31	époux	epu	731
314	Dutch	the husband	243	2.31	echtgenoot	ɛxt#xənoːt	730
315	Dutch	the husband	243	2.31	man	mɑn	727
316	English	the husband	243	2.31	husband	hʌzbənd	728
418	German	the stepmother	335	2.72	Stiefmutter	ʃtiːf#mʊtər	1012
419	French	the stepmother	335	2.72	belle-mère	bɛl#mɛʀ	1012
420	Dutch	the stepmother	335	2.72	stiefmoeder	stiːf#muːdər	1012
421	English	the stepmother	335	2.72	stepmother	stɛp#mʌðər	1012
454	German	they	349	2.96	sie	ziː	1052
455	French	they	349	2.96	eux	ø	1054
456	Dutch	they	349	2.96	zij	zɛɪ	1052
457	English	they	349	2.96	they	ðeɪ	1053
563	German	the nest	720	3.58	Nest	nɛst	2179
564	French	the nest	720	3.58	nid	ni	2179
565	Dutch	the nest	720	3.58	nest	nɛst	2179
566	English	the nest	720	3.58	nest	nɛst	2179
1165	German	the poison	625	4.89	Gift	ɡɪft	1892
1166	French	the poison	625	4.89	poison	pwazɔ̃	1893
1167	Dutch	the poison	625	4.89	gif	xɪf	1892
1168	English	the poison	625	4.89	poison	pɔɪzṇ	-1893
1323	German	to sieve or to strain	420	5.47	sieben	ziːbən	1261
1324	French	to sieve or to strain	420	5.47	passer	pɑse	1262
1325	Dutch	to sieve or to strain	420	5.47	zeven	zeːvə	1261
1326	English	to sieve or to strain	420	5.47	sieve	sɪv	1261
1327	English	to sieve or to strain	420	5.47	strain	streɪn	1263
1778	German	the barley	434	8.44	Gerste	ɡɛrstə	1300
1779	French	the barley	434	8.44	orge	ɔʀʒ	1302
1780	Dutch	the barley	434	8.44	gerst	xɛrst	1300
1781	English	the barley	434	8.44	barley	bɑːlɪ	1301
1881	German	to bend	98	9.14	beugen	bɔyɡən	296
1882	French	to bend	98	9.14	plier	plije	298
1883	French	to bend	98	9.14	courber	kuʀbe	299
1884	Dutch	to bend	98	9.14	buigen	bœyɣə	296
1885	English	to bend	98	9.14	bend	bɛnd	297
2013	German	the nail	682	9.5	Nagel	naːɡəl	2058
2014	French	the nail	682	9.5	clou	klu	2059
2015	French	the nail	682	9.5	pointe	pwɛ̃t	2060
2016	Dutch	the nail	682	9.5	nagel	naːɣəl	2058
2017	Dutch	the nail	682	9.5	spijker	spɛɪkər	2061
2018	English	the nail	682	9.5	nail	neɪl	2058
2597	German	to open	494	12.24	öffnen	œfnən	1479
2599	French	to open	494	12.24	ouvrir	uvʀiʀ	1481
2600	Dutch	to open	494	12.24	openen	oːpənə	1479
2601	English	to open	494	12.24	open	əʊpən	1479
