ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
39	German	the plain	556	1.23	Ebene	eːbənə	1664
40	German	the plain	556	1.23	Fläche	flɛxə	1666
41	German	the plain	556	1.23	Feld	fɛlt	1668
42	French	the plain	556	1.23	plaine	plɛn	1665
43	French	the plain	556	1.23	campagne	kɑ̃paɲ	6000
44	Dutch	the plain	556	1.23	vlakte	vlɑktə	1666
45	English	the plain	556	1.23	plain	pleɪn	-1665
170	German	the sky	679	1.51	Himmel	hɪməl	2051
171	French	the sky	679	1.51	ciel	sjɛl	2053
172	Dutch	the sky	679	1.51	hemel	heːməl	2051
173	English	the sky	679	1.51	sky	skaɪ	2052
256	German	to light	405	1.86	anzünden	an#ʦʏndən	1219
257	German	to light	405	1.86	anstecken	an#ʃtɛkən	1222
258	French	to light	405	1.86	allumer	a#lyme	1221
259	French	to light	405	1.86	enflammer	ɑ̃#flame	6008
260	Dutch	to light	405	1.86	aansteken	aːn#steːkə	1222
261	English	to light	405	1.86	light	laɪt	1220
311	German	the husband	243	2.31	Mann	man	727
312	French	the husband	243	2.31	mari	maʀi	729
313	French	the husband	243	2.31	époux	epu	731
314	Dutch	the husband	243	2.31	echtgenoot	ɛxt#xənoːt	730
315	Dutch	the husband	243	2.31	man	mɑn	727
316	English	the husband	243	2.31	husband	hʌzbənd	728
325	German	to marry	244	2.33	heiraten	hairaːtən	732
326	French	to marry	244	2.33	épouser	epuze	734
327	Dutch	to marry	244	2.33	trouwen	trɑuwə	735
328	English	to marry	244	2.33	marry	mærɪ	733
414	German	the stepfather	333	2.71	Stiefvater	ʃtiːf#faːtər	1005
415	French	the stepfather	333	2.71	beau-père	bo#pɛʀ	1005
416	Dutch	the stepfather	333	2.71	stiefvader	stiː#faːdər	1005
417	English	the stepfather	333	2.71	stepfather	stɛp#fɑːðər	1005
418	German	the stepmother	335	2.72	Stiefmutter	ʃtiːf#mʊtər	1012
419	French	the stepmother	335	2.72	belle-mère	bɛl#mɛʀ	1012
420	Dutch	the stepmother	335	2.72	stiefmoeder	stiːf#muːdər	1012
421	English	the stepmother	335	2.72	stepmother	stɛp#mʌðər	1012
422	German	the stepdaughter	336	2.74	Stieftochter	ʃtiːf#tɔxtər	1014
423	French	the stepdaughter	336	2.74	belle-fille	bɛl#fij	1015
424	Dutch	the stepdaughter	336	2.74	stiefdochter	stiːv#dɔxtər	1014
425	English	the stepdaughter	336	2.74	stepdaughter	stɛp#dɔːtər	1014
454	German	they	349	2.96	sie	ziː	1052
455	French	they	349	2.96	eux	ø	1054
456	Dutch	they	349	2.96	zij	zɛɪ	1052
457	English	they	349	2.96	they	ðeɪ	1053
492	German	the calf	727	3.24	Kalb	kalp	2199
493	French	the calf	727	3.24	veau	vo	2200
494	Dutch	the calf	727	3.24	kalf	kɑlf	2199
495	English	the calf	727	3.24	calf	kɑːf	2199
509	German	the pig	507	3.35	Schwein	ʃvain	1525
510	French	the pig	507	3.35	porc	pɔʀ	1527
511	French	the pig	507	3.35	cochon	kɔʃɔ̃	1529
512	Dutch	the pig	507	3.35	varken	vɑrkə	1528
513	English	the pig	507	3.35	pig	pɪɡ	1526
514	German	the he-goat	505	3.37	Bock	bɔk	1521
515	French	the he-goat	505	3.37	bouc	buk	1521
516	Dutch	the he-goat	505	3.37	bok	bɔk	1521
517	English	the he-goat	505	3.37	billy-goat	bɪlɪ#ɡəʊt	1522
549	German	the hen	705	3.54	Huhn	huːn	2141
550	French	the hen	705	3.54	poule	pul	2142
551	Dutch	the hen	705	3.54	hen	hɛn	2141
552	English	the hen	705	3.54	hen	hɛn	2141
563	German	the nest	720	3.58	Nest	nɛst	2179
564	French	the nest	720	3.58	nid	ni	2179
565	Dutch	the nest	720	3.58	nest	nɛst	2179
566	English	the nest	720	3.58	nest	nɛst	2179
595	German	the dove	271	3.594	Taube	taubə	810
596	French	the dove	271	3.594	colombe	kɔlɔ̃b	811
597	Dutch	the dove	271	3.594	duif	dœyf	810
598	English	the dove	271	3.594	dove	dʌv	810
607	German	the mouse or rat	583	3.63	Maus	maus	1758
608	French	the mouse or rat	583	3.63	souris	suʀi	1759
609	French	the mouse or rat	583	3.63	rat	ʀa	1760
610	Dutch	the mouse or rat	583	3.63	muis	mœys	1758
611	Dutch	the mouse or rat	583	3.63	rat	rɑt	1760
612	English	the mouse or rat	583	3.63	mouse	maʊz	1758
613	English	the mouse or rat	583	3.63	rat	ræt	1760
672	German	the flea	436	3.813	Floh	floː	1305
673	French	the flea	436	3.813	puce	pys	1306
674	Dutch	the flea	436	3.813	vlo	vloː	1305
675	English	the flea	436	3.813	flea	fliː	1305
685	German	the wasp	237	3.823	Wespe	vɛspə	711
686	French	the wasp	237	3.823	guêpe	ɡɛp	712
687	Dutch	the wasp	237	3.823	wesp	wɛsp	711
688	English	the wasp	237	3.823	wasp	wɔsp	711
769	German	the rib	230	4.162	Rippe	rɪpə	690
770	French	the rib	230	4.162	côte	kot	691
771	Dutch	the rib	230	4.162	rib	rɪp	690
772	English	the rib	230	4.162	rib	rɪb	690
