ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
1	German	the world	322	1.1	Welt	vɛlt	968
2	French	the world	322	1.1	monde	mɔ̃d	969
3	Dutch	the world	322	1.1	wereld	weːrəlt	968
4	English	the world	322	1.1	world	wɜːld	968
21	German	the sand	491	1.215	Sand	zant	1469
22	French	the sand	491	1.215	sable	sɑbl	1469
23	Dutch	the sand	491	1.215	zand	zɑnt	1469
24	English	the sand	491	1.215	sand	sænd	1469
25	German	the mountain or hill	557	1.22	Berg	bɛrk	1669
26	German	the mountain or hill	557	1.22	Hügel	hyːɡəl	1671
27	French	the mountain or hill	557	1.22	montagne	mɔ̃taɲ	1670
28	French	the mountain or hill	557	1.22	colline	kɔlin	1672
29	Dutch	the mountain or hill	557	1.22	berg	bɛrx	1669
30	Dutch	the mountain or hill	557	1.22	heuvel	høːvəl	1671
31	English	the mountain or hill	557	1.22	mountain	maʊntɪn	-1670
32	English	the mountain or hill	557	1.22	hill	hɪl	1671
46	German	the valley	561	1.24	Tal	taːl	1681
47	French	the valley	561	1.24	vallée	vale	1682
48	Dutch	the valley	561	1.24	vallei	vɑlɛɪ	-1682
49	Dutch	the valley	561	1.24	dal	dɑl	1681
50	English	the valley	561	1.24	valley	vælɪ	-1682
55	German	the shore	359	1.27	Ufer	uːfər	1091
56	German	the shore	359	1.27	Strand	ʃtrant	1094
57	French	the shore	359	1.27	rivage	ʀivaʒ	1093
58	French	the shore	359	1.27	côte	kot	1095
59	French	the shore	359	1.27	littoral	litɔʀal	1096
60	Dutch	the shore	359	1.27	oever	uːvər	1091
61	English	the shore	359	1.27	shore	ʃɔːr	1092
62	German	the water	341	1.31	Wasser	vasər	1025
63	French	the water	341	1.31	eau	o	1026
64	Dutch	the water	341	1.31	water	waːtər	1025
65	English	the water	341	1.31	water	wɔːtər	1025
66	German	the sea	342	1.32	See	zeː	1027
67	French	the sea	342	1.32	mer	mɛʁ	1028
68	Dutch	the sea	342	1.32	zee	zeː	1027
69	English	the sea	342	1.32	sea	siː	1027
75	German	rough(2)	607	1.323	rauh	rau	1832
76	French	rough(2)	607	1.323	trouble	tʀubl	1833
77	French	rough(2)	607	1.323	agité	aʒite	1834
78	Dutch	rough(2)	607	1.323	ruw	ryːw	1832
79	English	rough(2)	607	1.323	rough	rʌf	1832
90	German	the lake	343	1.33	See	zeː	1029
91	French	the lake	343	1.33	lac	lak	1030
92	Dutch	the lake	343	1.33	meer	meːr	1031
93	English	the lake	343	1.33	lake	leɪk	-1030
105	German	the reef	113	1.342	Riff	rɪf	-346
106	French	the reef	113	1.342	récif	ʀesif	6001
107	Dutch	the reef	113	1.342	rif	rɪf	346
108	English	the reef	113	1.342	reef	riːf	-346
114	German	the wave	345	1.35	Welle	vɛlə	1036
115	German	the wave	345	1.35	Woge	voːɡə	1038
116	French	the wave	345	1.35	vague	vaɡ	1038
117	Dutch	the wave	345	1.35	golf	xɔlf	1039
118	English	the wave	345	1.35	wave	weɪv	1037
119	German	the river or stream	346	1.36	Fluss	flʊs	1040
120	German	the river or stream	346	1.36	Strom	ʃtroːm	1043
121	German	the river or stream	346	1.36	Bach	bax	1044
122	French	the river or stream	346	1.36	fleuve	flœv	1042
123	French	the river or stream	346	1.36	rivière	ʀivjɛʀ	1041
124	French	the river or stream	346	1.36	ruisseau	ʀɥiso	1045
125	Dutch	the river or stream	346	1.36	rivier	riːviːr	-1041
126	Dutch	the river or stream	346	1.36	stroom	stroːm	1043
127	English	the river or stream	346	1.36	river	rɪvər	-1041
128	English	the river or stream	346	1.36	stream	striːm	1043
129	German	the whirlpool	512	1.362	Strudel	ʃtruːdəl	1538
130	German	the whirlpool	512	1.362	Wirbel	vɪrbəl	1539
131	French	the whirlpool	512	1.362	tourbillon	tuʀbijɔ̃	1540
132	Dutch	the whirlpool	512	1.362	draaikolk	draːjkɔlk	1541
133	English	the whirlpool	512	1.362	whirlpool	wɜːlpuːl	6003
147	German	the woods or forest	139	1.41	Wald	valt	427
148	French	the woods or forest	139	1.41	bois	bwa	429
149	French	the woods or forest	139	1.41	forêt	fɔʀɛ	428
150	Dutch	the woods or forest	139	1.41	bos	bɔs	430
151	Dutch	the woods or forest	139	1.41	woud	wɑut	427
152	English	the woods or forest	139	1.41	forest	fɔrɪst	-428
153	German	the wood	141	1.43	Holz	hɔlʦ	436
154	French	the wood	141	1.43	bois	bwa	438
155	Dutch	the wood	141	1.43	hout	hɑut	436
156	English	the wood	141	1.43	wood	wʊd	437
157	German	the stone or rock	138	1.44	Stein	ʃtain	423
158	German	the stone or rock	138	1.44	Fels	fɛls	426
159	French	the stone or rock	138	1.44	pierre	pjɛʀ	424
160	French	the stone or rock	138	1.44	roc	ʀɔk	425
161	French	the stone or rock	138	1.44	rocher	ʀɔʃe	425
162	Dutch	the stone or rock	138	1.44	rots	rɔʦ	-425
163	Dutch	the stone or rock	138	1.44	steen	steːn	423
164	English	the stone or rock	138	1.44	stone	stəʊn	423
165	English	the stone or rock	138	1.44	rock	rɔk	-425
166	German	the earthquake	137	1.45	Erdbeben	eːrt#beːbən	420
167	French	the earthquake	137	1.45	séisme	seism	422
168	Dutch	the earthquake	137	1.45	aardbeving	aːrd#beːvɪŋ	420
169	English	the earthquake	137	1.45	earthquake	ɜːθ#kweɪk	421
170	German	the sky	679	1.51	Himmel	hɪməl	2051
171	French	the sky	679	1.51	ciel	sjɛl	2053
172	Dutch	the sky	679	1.51	hemel	heːməl	2051
173	English	the sky	679	1.51	sky	skaɪ	2052
199	German	the light	461	1.61	licht	lɪxt	1375
200	German	the light	461	1.61	Beleuchtung	bə#lɔyx#tʊŋ	1377
201	French	the light	461	1.61	lumière	lymjɛʀ	1375
202	Dutch	the light	461	1.61	licht	lɪxt	1375
203	English	the light	461	1.61	light	laɪt	1375
210	German	the shade or shadow	459	1.63	schatten	ʃatən	1368
211	French	the shade or shadow	459	1.63	ombre	ɔ̃bʀ	1369
212	Dutch	the shade or shadow	459	1.63	schaduw	sxaːdyːw	1368
213	English	the shade or shadow	459	1.63	shadow	ʃædəʊ	1368
214	English	the shade or shadow	459	1.63	shade	ʃeɪd	1368
240	German	the snow	251	1.76	Schnee	ʃneː	756
241	French	the snow	251	1.76	neige	nɛʒ	756
242	Dutch	the snow	251	1.76	sneeuw	sneːw	756
243	English	the snow	251	1.76	snow	snəʊ	756
252	German	the smoke	403	1.83	Rauch	raux	1212
253	French	the smoke	403	1.83	fumée	fyme	1214
254	Dutch	the smoke	403	1.83	rook	roːk	1212
255	English	the smoke	403	1.83	smoke	sməʊk	1213
256	German	to light	405	1.86	anzünden	an#ʦʏndən	1219
257	German	to light	405	1.86	anstecken	an#ʃtɛkən	1222
258	French	to light	405	1.86	allumer	a#lyme	1221
259	French	to light	405	1.86	enflammer	ɑ̃#flame	6008
260	Dutch	to light	405	1.86	aansteken	aːn#steːkə	1222
261	English	to light	405	1.86	light	laɪt	1220
266	German	the match	404	1.87	Streichholz	ʃtraix#hɔlʦ	1215
267	German	the match	404	1.87	Zündholz	ʦʏnt#hɔlʦ	6009
268	French	the match	404	1.87	allumette	alymɛt	1217
269	Dutch	the match	404	1.87	lucifer	lyːsiːfɛr	1218
270	English	the match	404	1.87	match	mæʧ	1216
271	German	the firewood	401	1.88	Brennholz	brɛn#hɔlʦ	1208
272	French	the firewood	401	1.88	bûches	byʃe	1210
273	Dutch	the firewood	401	1.88	brandhout	brɑnt#hɑut	1208
274	English	the firewood	401	1.88	firewood	faɪə#wʊd	1209
284	German	male(1)	34	2.23	männlich	mɛn#lɪx	104
285	French	male(1)	34	2.23	mâle	mɑl	105
286	Dutch	male(1)	34	2.23	mannelijk	mɑnə#lək	104
287	English	male(1)	34	2.23	male	meɪl	-105
288	German	female(1)	38	2.24	weiblich	vaip#lɪx	114
289	French	female(1)	38	2.24	femelle	fəmɛl	115
290	Dutch	female(1)	38	2.24	vrouwelijk	vrɑuwə#lək	6009
291	English	female(1)	38	2.24	female	fiːmeɪl	-115
305	German	the baby	32	2.28	Säugling	zɔyk#lɪŋ	97
306	German	the baby	32	2.28	Baby	beːbiː	-98
307	French	the baby	32	2.28	enfant	ɑ̃fɑ̃	99
308	French	the baby	32	2.28	bébé	bebe	98
309	Dutch	the baby	32	2.28	baby	beːbiː	-98
310	English	the baby	32	2.28	baby	beɪbɪ	-98
311	German	the husband	243	2.31	Mann	man	727
312	French	the husband	243	2.31	mari	maʀi	729
313	French	the husband	243	2.31	époux	epu	731
314	Dutch	the husband	243	2.31	echtgenoot	ɛxt#xənoːt	730
315	Dutch	the husband	243	2.31	man	mɑn	727
316	English	the husband	243	2.31	husband	hʌzbənd	728
317	German	the wife	245	2.32	Frau	frau	736
318	German	the wife	245	2.32	Gattin	ɡatɪn	740
319	German	the wife	245	2.32	Gemahlin	ɡə#maːlɪn	742
320	French	the wife	245	2.32	femme	fam	738
321	French	the wife	245	2.32	épouse	epuz	741
322	Dutch	the wife	245	2.32	echtgenote	ɛxt#xənoːtə	739
323	Dutch	the wife	245	2.32	vrouw	vrɑuw	736
324	English	the wife	245	2.32	wife	waɪf	737
334	German	the divorce	296	2.341	Ehescheidung	eː.ə#ʃaidʊŋ	892
335	German	the divorce	296	2.341	Scheidung	ʃaidʊŋ	892
336	French	the divorce	296	2.341	divorce	divɔʀs	893
337	Dutch	the divorce	296	2.341	scheiding	sxɛɪdɪŋ	892
338	English	the divorce	296	2.341	divorce	dɪvɔːs	-893
339	German	the father	240	2.35	Vater	faːtər	719
340	French	the father	240	2.35	père	pɛʀ	721
341	Dutch	the father	240	2.35	vader	vaːdər	719
342	English	the father	240	2.35	father	fɑːðər	719
343	German	the mother	242	2.36	Mutter	mʊtər	726
344	French	the mother	242	2.36	mère	mɛʀ	726
345	Dutch	the mother	242	2.36	moeder	muːdər	726
346	English	the mother	242	2.36	mother	mʌðər	726
347	German	the son	449	2.41	Sohn	zoːn	1341
348	French	the son	449	2.41	fils	fis	1342
349	Dutch	the son	449	2.41	zoon	zoːn	1341
350	English	the son	449	2.41	son	sʌn	1341
351	German	the child(2)	450	2.43	Kind	kɪnt	1343
352	French	the child(2)	450	2.43	enfant	ɑ̃fɑ̃	1345
353	Dutch	the child(2)	450	2.43	kind	kɪnt	1343
354	English	the child(2)	450	2.43	child	ʧaɪld	1344
355	German	the grandfather	452	2.46	Großvater	ɡroːs#faːtər	1351
356	French	the grandfather	452	2.46	grand-père	ɡʀɑ̃#pɛʀ	1351
357	Dutch	the grandfather	452	2.46	grootvader	xroːt#faːdər	1351
358	English	the grandfather	452	2.46	grandfather	ɡrænd#fɑːðər	1351
359	German	the old man	289	2.461	Greis	ɡrais	871
360	French	the old man	289	2.461	vieillard	vjɛjaʀ	873
361	Dutch	the old man	289	2.461	man	mɑn	874
362	English	the old man	289	2.461	old man	əʊld#mæn	874
363	German	the grandmother	453	2.47	Großmutter	ɡroːs#mʊtər	1353
364	French	the grandmother	453	2.47	grand-mère	ɡʀɑ̃#mɛʀ	1353
365	Dutch	the grandmother	453	2.47	grootmoeder	xroːt#muːdər	1353
366	English	the grandmother	453	2.47	grandmother	ɡræn#mʌðər	1353
367	German	the grandson	454	2.48	Enkel	ɛŋkəl	1354
368	French	the grandson	454	2.48	petit-fils	pəti#fis	1356
369	Dutch	the grandson	454	2.48	kleinzoon	klɛɪn#zoːn	1355
370	English	the grandson	454	2.48	grandson	ɡræn#sʌn	1355
371	German	the granddaughter	455	2.49	Enkelin	ɛŋkəlɪn	1357
372	French	the granddaughter	455	2.49	petite-fille	pətit#fij	1359
373	Dutch	the granddaughter	455	2.49	kleindochter	klɛɪn#dɔxtər	1358
374	English	the granddaughter	455	2.49	granddaughter	ɡræn#dɔːtər	1358
375	German	the uncle	670	2.51	Onkel	ɔŋkəl	-2030
