ID	Language	Gloss	GlossID	IDS_ID	Ortho	IPA	CogID
284	German	male(1)	34	2.23	männlich	mɛn#lɪx	104
285	French	male(1)	34	2.23	mâle	mɑl	105
286	Dutch	male(1)	34	2.23	mannelijk	mɑnə#lək	104
287	English	male(1)	34	2.23	male	meɪl	-105
383	German	the nephew	668	2.53	Neffe	nɛfə	-2026
384	French	the nephew	668	2.53	neveu	nəvø	2026
385	Dutch	the nephew	668	2.53	neef	neːf	-2026
386	English	the nephew	668	2.53	nephew	nɛvjuː	-2026
391	German	the cousin	672	2.55	Vetter	fɛtər	2034
392	German	the cousin	672	2.55	Kusine	kuːziːnə	-2035
393	French	the cousin	672	2.55	cousin	kuzɛ̃	2035
394	Dutch	the cousin	672	2.55	neef	neːf	2036
395	Dutch	the cousin	672	2.55	nicht	nɪxt	2037
396	English	the cousin	672	2.55	cousin	kʌzṇ	-2035
533	German	the foal or colt	165	3.45	Füllen	fʏlən	509
534	French	the foal or colt	165	3.45	poulain	pulɛ̃	509
535	Dutch	the foal or colt	165	3.45	veulen	vøːlə	509
536	English	the foal or colt	165	3.45	foal	fəʊl	509
537	English	the foal or colt	165	3.45	colt	kəʊlt	510
599	German	the dog	582	3.61	Hund	hʊnt	1755
600	French	the dog	582	3.61	chien	ʃjɛ̃	1755
601	Dutch	the dog	582	3.61	hond	hɔnt	1755
602	English	the dog	582	3.61	dog	dɔɡ	1756
614	German	the fish	581	3.65	Fisch	fɪʃ	1753
615	French	the fish	581	3.65	poisson	pwasɔ̃	1753
616	Dutch	the fish	581	3.65	vis	vɪs	1753
617	English	the fish	581	3.65	fish	fɪʃ	1753
727	German	the body	652	4.11	Leib	laip	1981
728	German	the body	652	4.11	Körper	kœrpər	-1983
729	French	the body	652	4.11	corps	kɔʀ	1983
730	Dutch	the body	652	4.11	lichaam	lɪxaːm	1984
731	English	the body	652	4.11	body	bɔdɪ	1982
825	German	the nose	740	4.23	Nase	naːzə	2241
826	French	the nose	740	4.23	nez	nɛ	2241
827	Dutch	the nose	740	4.23	neus	nøːs	2241
828	English	the nose	740	4.23	nose	nəʊz	2241
976	German	the womb	314	4.47	Gebärmutter	ɡə#bɛːr#mʊtər	942
978	French	the womb	314	4.47	utérus	yteʀys	944
979	Dutch	the womb	314	4.47	baarmoeder	baːr#muːdər	942
980	English	the womb	314	4.47	womb	wuːm	943
1158	German	the medicine	624	4.88	Arznei	aːrʦ#nai	1887
1159	German	the medicine	624	4.88	Heilmittel	hail#mɪtəl	1890
1161	French	the medicine	624	4.88	remède	ʀəmɛd	1889
1162	French	the medicine	624	4.88	médecine	mɛdsin	1888
1163	Dutch	the medicine	624	4.88	medicijn	meːdiːsɛɪn	-1888
1164	English	the medicine	624	4.88	medicine	mɛdsɪn	-1888
1169	German	tired	87	4.91	müde	myːdə	260
1170	French	tired	87	4.91	fatigué	fatiɡe	262
1171	Dutch	tired	87	4.91	moe	muː	260
1172	English	tired	87	4.91	tired	taɪəd	261
1194	German	drunk	86	4.98	betrunken	bə#trʊŋkən	258
1195	French	drunk	86	4.98	ivre	ivʀ	259
1196	Dutch	drunk	86	4.98	dronken	drɔŋkə	258
1197	English	drunk	86	4.98	drunk	drʌŋk	258
1311	German	the supper	418	5.45	Abendessen	aːbənt#ɛsən	1255
1312	German	the supper	418	5.45	Abendbrot	aːbənt#broːt	1257
1313	French	the supper	418	5.45	souper	supe	1256
1314	Dutch	the supper	418	5.45	avondeten	aːvɔnd#eːtə	1255
1315	English	the supper	418	5.45	supper	sʌpər	-1256
1316	German	to peel	421	5.46	schälen	ʃɛːlən	1264
1317	French	to peel	421	5.46	peler	pəle	1265
1318	French	to peel	421	5.46	éplucher	eplyʃe	1266
1319	Dutch	to peel	421	5.46	pellen	pɛlə	1265
1320	Dutch	to peel	421	5.46	schillen	sxɪlə	1264
1321	English	to peel	421	5.46	peel	piːl	1265
1336	German	to knead	509	5.54	kneten	kneːtən	1532
1337	French	to knead	509	5.54	pétrir	petʀiʀ	1533
1338	Dutch	to knead	509	5.54	kneden	kneːdə	1532
1339	English	to knead	509	5.54	knead	niːd	1532
1412	German	the tailor	489	6.13	Schneider	ʃnaidər	1463
1413	French	the tailor	489	6.13	tailleur	tajœʀ	1464
1414	Dutch	the tailor	489	6.13	kleermaker	kleːr#maːkər	1465
1415	English	the tailor	489	6.13	tailor	teɪlər	-1464
1496	German	the veil	398	6.59	Schleier	ʃlaiər	1199
1497	French	the veil	398	6.59	voile	vwal	1200
1498	Dutch	the veil	398	6.59	sluier	slœyjər	1199
1499	English	the veil	398	6.59	veil	veɪl	-1200
1634	German	the chair	306	7.43	Stuhl	ʃtuːl	919
1635	French	the chair	306	7.43	chaise	ʃɛz	921
1637	Dutch	the chair	306	7.43	stoel	stuːl	919
1638	English	the chair	306	7.43	chair	ʧɛər	920
1688	German	the farmer	573	8.11	Bauer	bauər	1720
1689	French	the farmer	573	8.11	fermier	fɛʀmje	1722
1690	Dutch	the farmer	573	8.11	boer	buːr	1720
1691	English	the farmer	573	8.11	farmer	fɑːmər	-1722
1692	German	the field	575	8.12	Feld	fɛlt	1726
1693	French	the field	575	8.12	champ	ʃɑ̃	1727
1695	Dutch	the field	575	8.12	veld	vɛlt	1726
1696	English	the field	575	8.12	field	fiːld	1726
1750	German	the rake	695	8.27	rechen	rɛxən	2105
1751	German	the rake	695	8.27	Harke	harkə	2107
1752	French	the rake	695	8.27	rateau	ʀɑto	2106
1753	Dutch	the rake	695	8.27	hark	hɑrk	2107
1754	English	the rake	695	8.27	rake	reɪk	2105
1786	German	the oats	432	8.46	Hafer	haːfər	1295
1787	French	the oats	432	8.46	avoine	avwan	1297
1788	Dutch	the oats	432	8.46	haver	haːvər	1295
1789	English	the oats	432	8.46	oat	əʊt	1296
2077	German	to weave or plait/braid	330	9.75	flechten	flɛxtən	995
2079	French	to weave or plait/braid	330	9.75	tresser	tʀɛse	997
2080	Dutch	to weave or plait/braid	330	9.75	vlechten	vlɛxtə	995
2081	English	to weave or plait/braid	330	9.75	weave	wiːv	996
2486	German	to hire	276	11.77	anstellen	an#ʃtɛlən	827
2487	French	to hire	276	11.77	louer	lue	826
2488	Dutch	to hire	276	11.77	aanstellen	aːn#stɛlə	827
2489	English	to hire	276	11.77	hire	haɪər	825
2593	German	to divide	259	12.232	teilen	tailən	776
2594	French	to divide	259	12.232	diviser	divize	777
2595	Dutch	to divide	259	12.232	verdelen	vər#deːlə	776
2596	English	to divide	259	12.232	divide	dɪvaɪd	-777
2602	German	to shut	495	12.25	zumachen	ʦuː#maxən	1483
2603	French	to shut	495	12.25	fermer	fɛʀme	1485
